 R,T,C,P,IC,RC,CC
   1,   1,  73,     0.1497018784,   1,   1,   1
   1,   1,  74,     0.1497018784,   1,   1,   1
   1,   1,  75,     1.4708484050,   4,   4,   4
   1,   1,  76,     1.4708484050,   4,   4,   4
   1,   1,  77,     1.3987483827,   3,   3,   3
   1,   1,  78,     0.1497018784,   1,   1,   1
   1,   1,  79,     1.4708484050,   4,   4,   4
   1,   1,  80,     0.1497018784,   1,   1,   1
   1,   1,  81,     0.1497018784,   1,   1,   1
   1,   1,  82,     1.3987483827,   3,   3,   3
   1,   1,  83,     0.1497018784,   1,   1,   1
   1,   1,  84,     0.1497018784,   1,   1,   1
   1,   1,  85,     0.1497018784,   1,   1,   1
   1,   1,  86,     0.1497018784,   1,   1,   1
   1,   1,  87,     0.1497018784,   1,   1,   1
   1,   1,  88,     1.4708484050,   4,   4,   4
   1,   1,  89,     0.1497018784,   1,   1,   1
   1,   1,  90,     0.1497018784,   1,   1,   1
   1,   1,  91,     0.1497018784,   1,   1,   1
   1,   1,  92,     0.1497018784,   1,   1,   1
   1,   1,  93,     1.4708484050,   4,   4,   4
   1,   1,  94,     1.4708484050,   4,   4,   4
   1,   1,  95,     0.1497018784,   1,   1,   1
   1,   1,  96,     1.4708484050,   4,   4,   4
   1,   1,  97,     1.4708484050,   4,   4,   4
   1,   1,  98,     1.4708484050,   4,   4,   4
   1,   1,  99,     0.1497018784,   1,   1,   1
   1,   1, 100,     0.1497018784,   1,   1,   1
   1,   1, 101,     1.4708484050,   4,   4,   4
   1,   1, 102,     1.4708484050,   4,   4,   4
   1,   1, 103,     0.1497018784,   1,   1,   1
   1,   1, 104,     0.1497018784,   1,   1,   1
   1,   1, 105,     1.3987483827,   3,   3,   3
   1,   1, 106,     0.1497018784,   1,   1,   1
   1,   1, 107,     0.1497018784,   1,   1,   1
   1,   1, 108,     0.1497018784,   1,   1,   1
   1,   1, 109,     1.4708484050,   4,   4,   4
   1,   1, 110,     1.4708484050,   4,   4,   4
   1,   1, 111,     1.4708484050,   4,   4,   4
   1,   1, 112,     0.1497018784,   1,   1,   1
   1,   1, 113,     1.4708484050,   4,   4,   4
   1,   1, 114,     1.4708484050,   4,   4,   4
   1,   1, 115,     1.4708484050,   4,   4,   4
   1,   1, 116,     0.1497018784,   1,   1,   1
   1,   1, 117,     1.4708484050,   4,   4,   4
   1,   1, 118,     0.1497018784,   1,   1,   1
   1,   1, 119,     0.1497018784,   1,   1,   1
   1,   1, 120,     1.3987483827,   3,   3,   3
   1,   1, 121,     1.4708484050,   4,   4,   4
   1,   1, 122,     0.1497018784,   1,   1,   1
   1,   1, 123,     0.1497018784,   1,   1,   1
   1,   1, 124,     0.1497018784,   1,   1,   1
   1,   1, 125,     0.1497018784,   1,   1,   1
   1,   1, 126,     0.1497018784,   1,   1,   1
   1,   1, 127,     1.4708484050,   4,   4,   4
   1,   1, 128,     0.1497018784,   1,   1,   1
   1,   1, 129,     0.1497018784,   1,   1,   1
   1,   1, 130,     1.4708484050,   4,   4,   4
   1,   1, 131,     0.1497018784,   1,   1,   1
   1,   1, 132,     1.3040210941,   2,   2,   2
   1,   1, 133,     0.1497018784,   1,   1,   1
   1,   1, 134,     0.1497018784,   1,   1,   1
   1,   1, 135,     0.1497018784,   1,   1,   1
   1,   1, 136,     0.1497018784,   1,   1,   1
   1,   1, 137,     1.4708484050,   4,   4,   4
   1,   1, 138,     1.4708484050,   4,   4,   4
   1,   1, 139,     0.1497018784,   1,   1,   1
   1,   1, 140,     0.1497018784,   1,   1,   1
   1,   1, 141,     0.1497018784,   1,   1,   1
   1,   1, 142,     0.1497018784,   1,   1,   1
   1,   1, 143,     1.4708484050,   4,   4,   4
   1,   1, 144,     1.4708484050,   4,   4,   4
   1,   1, 145,     0.1497018784,   1,   1,   1
   1,   1, 146,     0.1497018784,   1,   1,   1
   1,   1, 147,     0.1497018784,   1,   1,   1
   1,   1, 148,     0.1497018784,   1,   1,   1
   1,   1, 149,     1.3987483827,   3,   3,   3
   1,   1, 150,     0.1497018784,   1,   1,   1
   1,   1, 151,     0.1497018784,   1,   1,   1
   1,   1, 152,     0.1497018784,   1,   1,   1
   2,   1,   1,     0.8647224616,   1,   1,   1
   2,   1,   2,     0.8647224616,   1,   1,   1
   2,   1,   3,     0.8647224616,   1,   1,   1
   2,   1,   4,     0.8647224616,   1,   1,   1
   2,   1,   5,     0.8647224616,   1,   1,   1
   2,   1,   6,     0.8647224616,   1,   1,   1
   2,   1,   7,     0.8647224616,   1,   1,   1
   2,   1,   8,     0.8647224616,   1,   1,   1
   2,   1,   9,     0.8647224616,   1,   1,   1
   2,   1,  10,     0.8647224616,   1,   1,   1
   2,   1,  11,     0.8647224616,   1,   1,   1
   2,   1,  12,     0.8647224616,   1,   1,   1
   2,   1,  13,     0.8647224616,   1,   1,   1
   2,   1,  14,     0.8647224616,   1,   1,   1
   2,   1,  15,     0.8647224616,   1,   1,   1
   2,   1,  16,     0.8647224616,   1,   1,   1
   2,   1,  17,     0.8647224616,   1,   1,   1
   2,   1,  18,     0.8647224616,   1,   1,   1
   2,   1,  19,     0.8647224616,   1,   1,   1
   2,   1,  20,     0.8647224616,   1,   1,   1
   2,   1,  21,     0.8647224616,   1,   1,   1
   2,   1,  22,     0.8647224616,   1,   1,   1
   2,   1,  23,     0.8647224616,   1,   1,   1
   2,   1,  24,     0.8647224616,   1,   1,   1
   2,   1,  25,     0.8647224616,   1,   1,   1
   2,   1,  26,     0.8647224616,   1,   1,   1
   2,   1,  27,     0.8647224616,   1,   1,   1
   2,   1,  28,     0.8647224616,   1,   1,   1
   2,   1,  29,     0.8647224616,   1,   1,   1
   2,   1,  30,     0.8647224616,   1,   1,   1
   2,   1,  31,     0.8647224616,   1,   1,   1
   2,   1,  32,     0.8647224616,   1,   1,   1
   2,   1,  33,     0.8647224616,   1,   1,   1
   2,   1,  34,     0.8647224616,   1,   1,   1
   2,   1,  35,     0.8647224616,   1,   1,   1
   2,   1,  36,     0.8647224616,   1,   1,   1
   2,   1,  37,     0.8647224616,   1,   1,   1
   2,   1,  38,     0.8647224616,   1,   1,   1
   2,   1,  39,     0.8647224616,   1,   1,   1
   2,   1,  40,     0.8647224616,   1,   1,   1
   2,   1,  41,     0.8647224616,   1,   1,   1
   2,   1,  42,     0.8647224616,   1,   1,   1
   2,   1,  43,     0.8647224616,   1,   1,   1
   2,   1,  44,     0.8647224616,   1,   1,   1
   2,   1,  45,     0.8647224616,   1,   1,   1
   2,   1,  46,     0.8647224616,   1,   1,   1
   2,   1,  47,     0.8647224616,   1,   1,   1
   2,   1,  48,     0.4757273405,   2,   2,   2
   2,   1,  49,     0.4757273405,   2,   2,   2
   2,   1,  50,     0.4757273405,   2,   2,   2
   2,   1,  51,     0.1535075147,   3,   3,   3
   2,   1,  52,     0.1535075147,   3,   3,   3
   2,   1,  53,     0.1535075147,   3,   3,   3
   2,   1,  54,     0.1535075147,   3,   3,   3
   2,   1,  55,     0.1535075147,   3,   3,   3
   2,   1,  56,     0.1535075147,   3,   3,   3
   2,   1,  57,     0.1535075147,   3,   3,   3
   2,   1,  58,     0.1535075147,   3,   3,   3
   2,   1,  59,     0.1535075147,   3,   3,   3
   2,   1,  60,     0.1535075147,   3,   3,   3
   2,   1,  61,    -1.2920409612,   4,   4,   4
   2,   1,  62,    -1.2920409612,   4,   4,   4
   2,   1,  63,    -1.2920409612,   4,   4,   4
   2,   1,  64,    -1.2920409612,   4,   4,   4
   2,   1,  65,     0.2799603196,   1,   1,   1
   2,   1,  66,     0.2799603196,   1,   1,   1
   2,   1,  67,     0.2799603196,   1,   1,   1
   2,   1,  68,     0.2799603196,   1,   1,   1
   2,   1,  69,     0.2799603196,   1,   1,   1
   2,   1,  70,     0.2799603196,   1,   1,   1
   2,   1,  71,     0.2799603196,   1,   1,   1
   2,   1,  72,     0.2799603196,   1,   1,   1
   2,   1,  73,     0.2799603196,   1,   1,   1
   2,   1,  74,     0.2799603196,   1,   1,   1
   2,   1,  75,     0.2799603196,   1,   1,   1
   2,   1,  76,     0.2799603196,   1,   1,   1
   2,   1,  77,     0.2799603196,   1,   1,   1
   2,   1,  78,     0.2799603196,   1,   1,   1
   2,   1,  79,     0.2799603196,   1,   1,   1
   2,   1,  80,     0.2799603196,   1,   1,   1
   2,   1,  81,     0.2799603196,   1,   1,   1
   2,   1,  82,     0.2799603196,   1,   1,   1
   2,   1,  83,     0.2799603196,   1,   1,   1
   2,   1,  84,     0.2799603196,   1,   1,   1
   2,   1,  85,     0.2799603196,   1,   1,   1
   2,   1,  86,     0.2799603196,   1,   1,   1
   2,   1,  87,     0.2799603196,   1,   1,   1
   2,   1,  88,     0.2799603196,   1,   1,   1
   2,   1,  89,     0.2799603196,   1,   1,   1
   2,   1,  90,     0.2799603196,   1,   1,   1
   2,   1,  91,     0.2799603196,   1,   1,   1
   2,   1,  92,     0.2799603196,   1,   1,   1
   2,   1,  93,     0.2799603196,   1,   1,   1
   2,   1,  94,     0.2799603196,   1,   1,   1
   2,   1,  95,     0.2799603196,   1,   1,   1
   2,   1,  96,     0.2799603196,   1,   1,   1
   2,   1,  97,     0.2799603196,   1,   1,   1
   2,   1,  98,     0.2799603196,   1,   1,   1
   2,   1,  99,     0.2799603196,   1,   1,   1
   2,   1, 100,     0.2799603196,   1,   1,   1
   2,   1, 101,     0.2799603196,   1,   1,   1
   2,   1, 102,     0.2799603196,   1,   1,   1
   2,   1, 103,     0.2799603196,   1,   1,   1
   2,   1, 104,     0.2799603196,   1,   1,   1
   2,   1, 105,     0.2799603196,   1,   1,   1
   2,   1, 106,     0.2799603196,   1,   1,   1
   2,   1, 107,     0.2799603196,   1,   1,   1
   2,   1, 108,     0.2799603196,   1,   1,   1
   2,   1, 109,     0.2799603196,   1,   1,   1
   2,   1, 110,     0.2799603196,   1,   1,   1
   2,   1, 111,     0.2799603196,   1,   1,   1
   2,   1, 112,     0.2799603196,   1,   1,   1
   2,   1, 113,     0.2799603196,   1,   1,   1
   2,   1, 114,     0.2799603196,   1,   1,   1
   2,   1, 115,     0.2799603196,   1,   1,   1
   2,   1, 116,     0.2799603196,   1,   1,   1
   2,   1, 117,     0.5529406702,   2,   2,   2
   2,   1, 118,     0.5529406702,   2,   2,   2
   2,   1, 119,     0.5529406702,   2,   2,   2
   2,   1, 120,     0.5529406702,   2,   2,   2
   2,   1, 121,     0.5529406702,   2,   2,   2
   2,   1, 122,     0.8035894478,   3,   3,   3
   2,   1, 123,     0.8035894478,   3,   3,   3
   2,   1, 124,     0.8035894478,   3,   3,   3
   2,   1, 125,     0.8035894478,   3,   3,   3
   2,   1, 126,     0.8035894478,   3,   3,   3
   2,   1, 127,     0.8035894478,   3,   3,   3
   2,   1, 128,     0.8035894478,   3,   3,   3
   2,   1, 129,     0.8035894478,   3,   3,   3
   2,   1, 130,     0.8035894478,   3,   3,   3
   2,   1, 131,     0.8035894478,   3,   3,   3
   2,   1, 132,     0.8035894478,   3,   3,   3
   2,   1, 133,     0.8035894478,   3,   3,   3
   2,   1, 134,     0.8035894478,   3,   3,   3
   2,   1, 135,     0.8035894478,   3,   3,   3
   2,   1, 136,     1.4421918330,   4,   4,   4
   2,   1, 137,     1.4421918330,   4,   4,   4
   2,   1, 138,     1.4421918330,   4,   4,   4
   2,   1, 139,     1.4421918330,   4,   4,   4
   2,   1, 140,     1.4421918330,   4,   4,   4
   2,   1, 141,     1.4421918330,   4,   4,   4
   2,   1, 142,     1.4421918330,   4,   4,   4
   2,   1, 143,     1.4421918330,   4,   4,   4
   2,   1, 144,     1.4421918330,   4,   4,   4
   2,   1, 145,     1.4421918330,   4,   4,   4
   2,   1, 146,     1.4421918330,   4,   4,   4
   2,   1, 147,     1.4421918330,   4,   4,   4
   2,   1, 148,     1.4421918330,   4,   4,   4
   2,   1, 149,     1.4421918330,   4,   4,   4
   2,   1, 150,     1.4421918330,   4,   4,   4
   2,   1, 151,     1.4421918330,   4,   4,   4
   2,   1, 152,     1.4421918330,   4,   4,   4
   3,   1,   1,     1.2122130056,   1,   1,   1
   3,   1,   2,     1.2122130056,   1,   1,   1
   3,   1,   3,     1.2122130056,   1,   1,   1
   3,   1,   4,     1.2122130056,   1,   1,   1
   3,   1,   5,    -2.5312143763,   3,   3,   3
   3,   1,   6,    -5.7259019720,   2,   2,   2
   3,   1,   7,     1.2122130056,   1,   1,   1
   3,   1,   8,     1.2122130056,   1,   1,   1
   3,   1,   9,     1.2122130056,   1,   1,   1
   3,   1,  10,     1.2122130056,   1,   1,   1
   3,   1,  11,     1.2122130056,   1,   1,   1
   3,   1,  12,     1.2122130056,   1,   1,   1
   3,   1,  13,     1.2122130056,   1,   1,   1
   3,   1,  14,     1.2122130056,   1,   1,   1
   3,   1,  15,     1.2122130056,   1,   1,   1
   3,   1,  16,     1.2122130056,   1,   1,   1
   3,   1,  17,     1.2122130056,   1,   1,   1
   3,   1,  18,     1.2122130056,   1,   1,   1
   3,   1,  19,     1.2122130056,   1,   1,   1
   3,   1,  20,    -0.5542844021,   4,   4,   4
   3,   1,  21,     1.2122130056,   1,   1,   1
   3,   1,  22,     1.2122130056,   1,   1,   1
   3,   1,  23,     1.2122130056,   1,   1,   1
   3,   1,  24,     1.2122130056,   1,   1,   1
   3,   1,  25,     1.2122130056,   1,   1,   1
   3,   1,  26,     1.2122130056,   1,   1,   1
   3,   1,  27,     1.2122130056,   1,   1,   1
   3,   1,  28,    -2.5312143763,   3,   3,   3
   3,   1,  29,     1.2122130056,   1,   1,   1
   3,   1,  30,     1.2122130056,   1,   1,   1
   3,   1,  31,     1.2122130056,   1,   1,   1
   3,   1,  32,     1.2122130056,   1,   1,   1
   3,   1,  33,     1.2122130056,   1,   1,   1
   3,   1,  34,     1.2122130056,   1,   1,   1
   3,   1,  35,     1.2122130056,   1,   1,   1
   3,   1,  36,     1.2122130056,   1,   1,   1
   3,   1,  37,     1.2122130056,   1,   1,   1
   3,   1,  38,     1.2122130056,   1,   1,   1
   3,   1,  39,     1.2122130056,   1,   1,   1
   3,   1,  40,     1.2122130056,   1,   1,   1
   3,   1,  41,     1.2122130056,   1,   1,   1
   3,   1,  42,     1.2122130056,   1,   1,   1
   3,   1,  43,     1.2122130056,   1,   1,   1
   3,   1,  44,     1.2122130056,   1,   1,   1
   3,   1,  45,     1.2122130056,   1,   1,   1
   3,   1,  46,     1.2122130056,   1,   1,   1
   3,   1,  47,    -2.5312143763,   3,   3,   3
   3,   1,  48,     1.2122130056,   1,   1,   1
   3,   1,  49,     1.2122130056,   1,   1,   1
   3,   1,  50,    -5.7259019720,   2,   2,   2
   3,   1,  51,    -5.7259019720,   2,   2,   2
   3,   1,  52,    -2.5312143763,   3,   3,   3
   3,   1,  53,     1.2122130056,   1,   1,   1
   3,   1,  54,     1.2122130056,   1,   1,   1
   3,   1,  55,     1.2122130056,   1,   1,   1
   3,   1,  56,     1.2122130056,   1,   1,   1
   3,   1,  57,     1.2122130056,   1,   1,   1
   3,   1,  58,     1.2122130056,   1,   1,   1
   3,   1,  59,     1.2122130056,   1,   1,   1
   3,   1,  60,     1.2122130056,   1,   1,   1
   3,   1,  61,     1.2122130056,   1,   1,   1
   3,   1,  62,     1.2122130056,   1,   1,   1
   3,   1,  63,     1.2122130056,   1,   1,   1
   3,   1,  64,    -5.7259019720,   2,   2,   2
   3,   1,  65,     0.1836675868,   1,   1,   1
   3,   1,  66,     0.1836675868,   1,   1,   1
   3,   1,  67,    -1.5697738015,   4,   4,   4
   3,   1,  68,     0.1836675868,   1,   1,   1
   3,   1,  69,     0.1836675868,   1,   1,   1
   3,   1,  70,     0.1836675868,   1,   1,   1
   3,   1,  71,     0.1836675868,   1,   1,   1
   3,   1,  72,     0.1836675868,   1,   1,   1
   3,   1,  73,     0.1836675868,   1,   1,   1
   3,   1,  74,     0.1836675868,   1,   1,   1
   3,   1,  75,     2.4790399332,   3,   3,   3
   3,   1,  76,     2.4790399332,   3,   3,   3
   3,   1,  77,     0.1836675868,   1,   1,   1
   3,   1,  78,     0.1836675868,   1,   1,   1
   3,   1,  79,     2.4790399332,   3,   3,   3
   3,   1,  80,     0.1836675868,   1,   1,   1
   3,   1,  81,     0.1836675868,   1,   1,   1
   3,   1,  82,     0.1836675868,   1,   1,   1
   3,   1,  83,     0.1836675868,   1,   1,   1
   3,   1,  84,     0.1836675868,   1,   1,   1
   3,   1,  85,     0.1836675868,   1,   1,   1
   3,   1,  86,     3.0414202143,   2,   2,   2
   3,   1,  87,     0.1836675868,   1,   1,   1
   3,   1,  88,     0.1836675868,   1,   1,   1
   3,   1,  89,     0.1836675868,   1,   1,   1
   3,   1,  90,     0.1836675868,   1,   1,   1
   3,   1,  91,     0.1836675868,   1,   1,   1
   3,   1,  92,     0.1836675868,   1,   1,   1
   3,   1,  93,     2.4790399332,   3,   3,   3
   3,   1,  94,     0.1836675868,   1,   1,   1
   3,   1,  95,     0.1836675868,   1,   1,   1
   3,   1,  96,     2.4790399332,   3,   3,   3
   3,   1,  97,     0.1836675868,   1,   1,   1
   3,   1,  98,     2.4790399332,   3,   3,   3
   3,   1,  99,     0.1836675868,   1,   1,   1
   3,   1, 100,     0.1836675868,   1,   1,   1
   3,   1, 101,     2.4790399332,   3,   3,   3
   3,   1, 102,     0.1836675868,   1,   1,   1
   3,   1, 103,     3.0414202143,   2,   2,   2
   3,   1, 104,     0.1836675868,   1,   1,   1
   3,   1, 105,     0.1836675868,   1,   1,   1
   3,   1, 106,     0.1836675868,   1,   1,   1
   3,   1, 107,     0.1836675868,   1,   1,   1
   3,   1, 108,     0.1836675868,   1,   1,   1
   3,   1, 109,     0.1836675868,   1,   1,   1
   3,   1, 110,    -1.5697738015,   4,   4,   4
   3,   1, 111,    -1.5697738015,   4,   4,   4
   3,   1, 112,     0.1836675868,   1,   1,   1
   3,   1, 113,     0.1836675868,   1,   1,   1
   3,   1, 114,     0.1836675868,   1,   1,   1
   3,   1, 115,     0.1836675868,   1,   1,   1
   3,   1, 116,     0.1836675868,   1,   1,   1
   3,   1, 117,     3.0414202143,   2,   2,   2
   3,   1, 118,     2.4790399332,   3,   3,   3
   3,   1, 119,     0.1836675868,   1,   1,   1
   3,   1, 120,     2.4790399332,   3,   3,   3
   3,   1, 121,     0.1836675868,   1,   1,   1
   3,   1, 122,     0.1836675868,   1,   1,   1
   3,   1, 123,     0.1836675868,   1,   1,   1
   3,   1, 124,     0.1836675868,   1,   1,   1
   3,   1, 125,     0.1836675868,   1,   1,   1
   3,   1, 126,     0.1836675868,   1,   1,   1
   3,   1, 127,     0.1836675868,   1,   1,   1
   3,   1, 128,     2.4790399332,   3,   3,   3
   3,   1, 129,     0.1836675868,   1,   1,   1
   3,   1, 130,     0.1836675868,   1,   1,   1
   3,   1, 131,     0.1836675868,   1,   1,   1
   3,   1, 132,     0.1836675868,   1,   1,   1
   3,   1, 133,     0.1836675868,   1,   1,   1
   3,   1, 134,     0.1836675868,   1,   1,   1
   3,   1, 135,     0.1836675868,   1,   1,   1
   3,   1, 136,     0.1836675868,   1,   1,   1
   3,   1, 137,     2.4790399332,   3,   3,   3
   3,   1, 138,     0.1836675868,   1,   1,   1
   3,   1, 139,     2.4790399332,   3,   3,   3
   3,   1, 140,     2.4790399332,   3,   3,   3
   3,   1, 141,     3.0414202143,   2,   2,   2
   3,   1, 142,     2.4790399332,   3,   3,   3
   3,   1, 143,     0.1836675868,   1,   1,   1
   3,   1, 144,     0.1836675868,   1,   1,   1
   3,   1, 145,     0.1836675868,   1,   1,   1
   3,   1, 146,     0.1836675868,   1,   1,   1
   3,   1, 147,     0.1836675868,   1,   1,   1
   3,   1, 148,     0.1836675868,   1,   1,   1
   3,   1, 149,     0.1836675868,   1,   1,   1
   3,   1, 150,     2.4790399332,   3,   3,   3
   3,   1, 151,     0.1836675868,   1,   1,   1
   3,   1, 152,     2.4790399332,   3,   3,   3
   4,   1,   1,     1.3591703989,   1,   1,   1
   4,   1,   2,    -0.3438096616,   4,   4,   4
   4,   1,   3,     1.3591703989,   1,   1,   1
   4,   1,   4,    -0.3438096616,   4,   4,   4
   4,   1,   5,     1.3591703989,   1,   1,   1
   4,   1,   6,    -0.3438096616,   4,   4,   4
   4,   1,   7,     1.3591703989,   1,   1,   1
   4,   1,   8,     1.3591703989,   1,   1,   1
   4,   1,   9,    -1.5562901527,   2,   2,   2
   4,   1,  10,    -0.6800778865,   3,   3,   3
   4,   1,  11,     1.3591703989,   1,   1,   1
   4,   1,  12,     1.3591703989,   1,   1,   1
   4,   1,  13,     1.3591703989,   1,   1,   1
   4,   1,  14,     1.3591703989,   1,   1,   1
   4,   1,  15,     1.3591703989,   1,   1,   1
   4,   1,  16,    -0.3438096616,   4,   4,   4
   4,   1,  17,     1.3591703989,   1,   1,   1
   4,   1,  18,     1.3591703989,   1,   1,   1
   4,   1,  19,    -1.5562901527,   2,   2,   2
   4,   1,  20,    -0.6800778865,   3,   3,   3
   4,   1,  21,    -0.6800778865,   3,   3,   3
   4,   1,  22,     1.3591703989,   1,   1,   1
   4,   1,  23,    -0.6800778865,   3,   3,   3
   4,   1,  24,    -0.3438096616,   4,   4,   4
   4,   1,  25,     1.3591703989,   1,   1,   1
   4,   1,  26,     1.3591703989,   1,   1,   1
   4,   1,  27,    -1.5562901527,   2,   2,   2
   4,   1,  28,    -0.6800778865,   3,   3,   3
   4,   1,  29,     1.3591703989,   1,   1,   1
   4,   1,  30,     1.3591703989,   1,   1,   1
   4,   1,  31,     1.3591703989,   1,   1,   1
   4,   1,  32,     1.3591703989,   1,   1,   1
   4,   1,  33,     1.3591703989,   1,   1,   1
   4,   1,  34,    -1.5562901527,   2,   2,   2
   4,   1,  35,     1.3591703989,   1,   1,   1
   4,   1,  36,     1.3591703989,   1,   1,   1
   4,   1,  37,     1.3591703989,   1,   1,   1
   4,   1,  38,    -1.5562901527,   2,   2,   2
   4,   1,  39,     1.3591703989,   1,   1,   1
   4,   1,  40,     1.3591703989,   1,   1,   1
   4,   1,  41,     1.3591703989,   1,   1,   1
   4,   1,  42,    -0.6800778865,   3,   3,   3
   4,   1,  43,     1.3591703989,   1,   1,   1
   4,   1,  44,    -0.3438096616,   4,   4,   4
   4,   1,  45,     1.3591703989,   1,   1,   1
   4,   1,  46,     1.3591703989,   1,   1,   1
   4,   1,  47,    -0.3438096616,   4,   4,   4
   4,   1,  48,     1.3591703989,   1,   1,   1
   4,   1,  49,     1.3591703989,   1,   1,   1
   4,   1,  50,    -0.6800778865,   3,   3,   3
   4,   1,  51,     1.3591703989,   1,   1,   1
   4,   1,  52,     1.3591703989,   1,   1,   1
   4,   1,  53,     1.3591703989,   1,   1,   1
   4,   1,  54,    -0.6800778865,   3,   3,   3
   4,   1,  55,    -0.6800778865,   3,   3,   3
   4,   1,  56,     1.3591703989,   1,   1,   1
   4,   1,  57,    -0.6800778865,   3,   3,   3
   4,   1,  58,     1.3591703989,   1,   1,   1
   4,   1,  59,     1.3591703989,   1,   1,   1
   4,   1,  60,     1.3591703989,   1,   1,   1
   4,   1,  61,     1.3591703989,   1,   1,   1
   4,   1,  62,    -0.6800778865,   3,   3,   3
   4,   1,  63,     1.3591703989,   1,   1,   1
   4,   1,  64,     1.3591703989,   1,   1,   1
   4,   1,  65,     1.2459892312,   3,   3,   3
   4,   1,  66,     1.2459892312,   3,   3,   3
   4,   1,  67,     0.0536331902,   1,   1,   1
   4,   1,  68,     1.2459892312,   3,   3,   3
   4,   1,  69,     1.2047915716,   2,   2,   2
   4,   1,  70,     1.2459892312,   3,   3,   3
   4,   1,  71,     1.0653175783,   4,   4,   4
   4,   1,  72,     1.2459892312,   3,   3,   3
   4,   1,  73,     0.0536331902,   1,   1,   1
   4,   1,  74,     1.2459892312,   3,   3,   3
   4,   1,  75,     1.0653175783,   4,   4,   4
   4,   1,  76,     0.0536331902,   1,   1,   1
   4,   1,  77,     0.0536331902,   1,   1,   1
   4,   1,  78,     0.0536331902,   1,   1,   1
   4,   1,  79,     1.2459892312,   3,   3,   3
