 R,T,C,P,IC,RC,CC
   1,   1, 111,     1.1617307931,   5,   5,   5
   1,   1, 112,     1.0853497782,   4,   4,   4
   1,   1, 113,     1.2327726938,   6,   6,   6
   1,   1, 114,     0.9411135219,   3,   3,   3
   1,   1, 115,     1.2327726938,   6,   6,   6
   1,   1, 116,     1.0853497782,   4,   4,   4
   1,   1, 117,     1.2327726938,   6,   6,   6
   1,   1, 118,     1.0853497782,   4,   4,   4
   1,   1, 119,     1.1617307931,   5,   5,   5
   1,   1, 120,     1.0853497782,   4,   4,   4
   1,   1, 121,     0.4266922989,   2,   2,   2
   1,   1, 122,     1.1617307931,   5,   5,   5
   1,   1, 123,     1.1617307931,   5,   5,   5
   1,   1, 124,     1.1617307931,   5,   5,   5
   1,   1, 125,     0.9411135219,   3,   3,   3
   1,   1, 126,     0.9411135219,   3,   3,   3
   1,   1, 127,     1.1617307931,   5,   5,   5
   1,   1, 128,     1.0853497782,   4,   4,   4
   1,   1, 129,     1.2327726938,   6,   6,   6
   1,   1, 130,     1.1617307931,   5,   5,   5
   1,   1, 131,     1.2327726938,   6,   6,   6
   1,   1, 132,    -0.7081129082,   1,   1,   1
   1,   1, 133,     1.1617307931,   5,   5,   5
   1,   1, 134,     0.9411135219,   3,   3,   3
   1,   1, 135,     1.2327726938,   6,   6,   6
   1,   1, 136,     1.1617307931,   5,   5,   5
   1,   1, 137,     1.0853497782,   4,   4,   4
   1,   1, 138,     1.1617307931,   5,   5,   5
   1,   1, 139,     0.4266922989,   2,   2,   2
   1,   1, 140,     0.9411135219,   3,   3,   3
   1,   1, 141,     1.1617307931,   5,   5,   5
   1,   1, 142,     0.4266922989,   2,   2,   2
   1,   1, 143,     0.4266922989,   2,   2,   2
   1,   1, 144,     1.0853497782,   4,   4,   4
   1,   1, 145,     1.2327726938,   6,   6,   6
   1,   1, 146,    -0.7081129082,   1,   1,   1
   1,   1, 147,     1.0853497782,   4,   4,   4
   1,   1, 148,     1.0853497782,   4,   4,   4
   1,   1, 149,     1.2327726938,   6,   6,   6
   1,   1, 150,    -0.7081129082,   1,   1,   1
   1,   1, 151,     1.2327726938,   6,   6,   6
   1,   1, 152,     0.9411135219,   3,   3,   3
   1,   1, 153,     0.4266922989,   2,   2,   2
   1,   1, 154,     1.2327726938,   6,   6,   6
   1,   1, 155,     0.4266922989,   2,   2,   2
   1,   1, 156,     0.9411135219,   3,   3,   3
   1,   1, 157,     0.9411135219,   3,   3,   3
   1,   1, 158,     1.1617307931,   5,   5,   5
   1,   1, 159,     0.4266922989,   2,   2,   2
   1,   1, 160,     1.1617307931,   5,   5,   5
   1,   1, 161,     1.1617307931,   5,   5,   5
   1,   1, 162,     0.9411135219,   3,   3,   3
   1,   1, 163,     1.1617307931,   5,   5,   5
   1,   1, 164,     1.0853497782,   4,   4,   4
   1,   1, 165,     1.2327726938,   6,   6,   6
   1,   1, 166,     1.2327726938,   6,   6,   6
   1,   1, 167,     0.4266922989,   2,   2,   2
   1,   1, 168,     1.0853497782,   4,   4,   4
   1,   1, 169,    -0.7081129082,   1,   1,   1
   1,   1, 170,    -0.7081129082,   1,   1,   1
   1,   1, 171,     0.4266922989,   2,   2,   2
   1,   1, 172,     1.2327726938,   6,   6,   6
   1,   1, 173,     1.2327726938,   6,   6,   6
   1,   1, 174,     1.0853497782,   4,   4,   4
   1,   1, 175,    -0.7081129082,   1,   1,   1
   1,   1, 176,     0.4266922989,   2,   2,   2
   1,   1, 177,     0.4266922989,   2,   2,   2
   1,   1, 178,     1.2327726938,   6,   6,   6
   1,   1, 179,     1.2327726938,   6,   6,   6
   1,   1, 180,     1.0853497782,   4,   4,   4
   1,   1, 181,     0.9411135219,   3,   3,   3
   1,   1, 182,     0.4266922989,   2,   2,   2
   1,   1, 183,     0.4266922989,   2,   2,   2
   1,   1, 184,    -0.7081129082,   1,   1,   1
   1,   1, 185,     0.9411135219,   3,   3,   3
   2,   1,   1,     1.0780447857,   1,   1,   1
   2,   1,   2,     1.0780447857,   1,   1,   1
   2,   1,   3,     1.0780447857,   1,   1,   1
   2,   1,   4,     1.0780447857,   1,   1,   1
   2,   1,   5,     1.0780447857,   1,   1,   1
   2,   1,   6,     1.0780447857,   1,   1,   1
   2,   1,   7,     1.0780447857,   1,   1,   1
   2,   1,   8,     1.0780447857,   1,   1,   1
   2,   1,   9,     1.0780447857,   1,   1,   1
   2,   1,  10,     1.0780447857,   1,   1,   1
   2,   1,  11,     1.0780447857,   1,   1,   1
   2,   1,  12,     1.0780447857,   1,   1,   1
   2,   1,  13,     1.0780447857,   1,   1,   1
   2,   1,  14,     1.0780447857,   1,   1,   1
   2,   1,  15,     1.0780447857,   1,   1,   1
   2,   1,  16,     1.0780447857,   1,   1,   1
   2,   1,  17,     1.0780447857,   1,   1,   1
   2,   1,  18,     1.0780447857,   1,   1,   1
   2,   1,  19,     1.0780447857,   1,   1,   1
   2,   1,  20,     1.0780447857,   1,   1,   1
   2,   1,  21,     1.0780447857,   1,   1,   1
   2,   1,  22,     1.0780447857,   1,   1,   1
   2,   1,  23,     1.0780447857,   1,   1,   1
   2,   1,  24,     1.0780447857,   1,   1,   1
   2,   1,  25,     1.0780447857,   1,   1,   1
   2,   1,  26,     1.0780447857,   1,   1,   1
   2,   1,  27,     1.0780447857,   1,   1,   1
   2,   1,  28,     1.0780447857,   1,   1,   1
   2,   1,  29,     1.0780447857,   1,   1,   1
   2,   1,  30,     1.0780447857,   1,   1,   1
   2,   1,  31,     1.0780447857,   1,   1,   1
   2,   1,  32,     1.0780447857,   1,   1,   1
   2,   1,  33,     1.0780447857,   1,   1,   1
   2,   1,  34,     1.0780447857,   1,   1,   1
   2,   1,  35,     1.0780447857,   1,   1,   1
   2,   1,  36,     1.0780447857,   1,   1,   1
   2,   1,  37,     1.0780447857,   1,   1,   1
   2,   1,  38,     1.0780447857,   1,   1,   1
   2,   1,  39,     1.0780447857,   1,   1,   1
   2,   1,  40,     1.0780447857,   1,   1,   1
   2,   1,  41,     1.0780447857,   1,   1,   1
   2,   1,  42,     1.0780447857,   1,   1,   1
   2,   1,  43,     1.0780447857,   1,   1,   1
   2,   1,  44,     1.0780447857,   1,   1,   1
   2,   1,  45,     1.0780447857,   1,   1,   1
   2,   1,  46,     1.0780447857,   1,   1,   1
   2,   1,  47,     1.0780447857,   1,   1,   1
   2,   1,  48,     1.0780447857,   1,   1,   1
   2,   1,  49,     1.0780447857,   1,   1,   1
   2,   1,  50,     1.0780447857,   1,   1,   1
   2,   1,  51,     1.0780447857,   1,   1,   1
   2,   1,  52,     1.0780447857,   1,   1,   1
   2,   1,  53,     1.0780447857,   1,   1,   1
   2,   1,  54,     1.0780447857,   1,   1,   1
   2,   1,  55,     1.0780447857,   1,   1,   1
   2,   1,  56,     1.0780447857,   1,   1,   1
   2,   1,  57,     1.0780447857,   1,   1,   1
   2,   1,  58,     1.0780447857,   1,   1,   1
   2,   1,  59,     1.0780447857,   1,   1,   1
   2,   1,  60,     1.0780447857,   1,   1,   1
   2,   1,  61,     1.0780447857,   1,   1,   1
   2,   1,  62,     0.6671743898,   2,   2,   2
   2,   1,  63,     0.6671743898,   2,   2,   2
   2,   1,  64,     0.6671743898,   2,   2,   2
   2,   1,  65,     0.6671743898,   2,   2,   2
   2,   1,  66,     0.6671743898,   2,   2,   2
   2,   1,  67,     0.6671743898,   2,   2,   2
   2,   1,  68,     0.6671743898,   2,   2,   2
   2,   1,  69,     0.6671743898,   2,   2,   2
   2,   1,  70,     0.6671743898,   2,   2,   2
   2,   1,  71,     0.6671743898,   2,   2,   2
   2,   1,  72,     0.6671743898,   2,   2,   2
   2,   1,  73,     0.6671743898,   2,   2,   2
   2,   1,  74,     0.6671743898,   2,   2,   2
   2,   1,  75,     0.6671743898,   2,   2,   2
   2,   1,  76,     0.6671743898,   2,   2,   2
   2,   1,  77,     0.6671743898,   2,   2,   2
   2,   1,  78,     0.6671743898,   2,   2,   2
   2,   1,  79,     0.6671743898,   2,   2,   2
   2,   1,  80,     0.6671743898,   2,   2,   2
   2,   1,  81,     0.6671743898,   2,   2,   2
   2,   1,  82,     0.6671743898,   2,   2,   2
   2,   1,  83,     0.6671743898,   2,   2,   2
   2,   1,  84,     0.6671743898,   2,   2,   2
   2,   1,  85,     0.6671743898,   2,   2,   2
   2,   1,  86,     0.6671743898,   2,   2,   2
   2,   1,  87,     0.6671743898,   2,   2,   2
   2,   1,  88,     0.6671743898,   2,   2,   2
   2,   1,  89,     0.6671743898,   2,   2,   2
   2,   1,  90,     0.6671743898,   2,   2,   2
   2,   1,  91,     0.6671743898,   2,   2,   2
   2,   1,  92,     0.6671743898,   2,   2,   2
   2,   1,  93,    -0.0604420463,   3,   3,   3
   2,   1,  94,    -0.0604420463,   3,   3,   3
   2,   1,  95,    -0.2456353744,   4,   4,   4
   2,   1,  96,    -0.2456353744,   4,   4,   4
   2,   1,  97,    -0.3535883828,   1,   1,   1
   2,   1,  98,    -0.3535883828,   1,   1,   1
   2,   1,  99,    -0.3535883828,   1,   1,   1
   2,   1, 100,    -0.3535883828,   1,   1,   1
   2,   1, 101,    -0.3535883828,   1,   1,   1
   2,   1, 102,    -0.3535883828,   1,   1,   1
   2,   1, 103,    -0.3535883828,   1,   1,   1
   2,   1, 104,    -0.3535883828,   1,   1,   1
   2,   1, 105,     0.8747889961,   2,   2,   2
   2,   1, 106,     0.8747889961,   2,   2,   2
   2,   1, 107,     0.8747889961,   2,   2,   2
   2,   1, 108,     0.8747889961,   2,   2,   2
   2,   1, 109,     0.8747889961,   2,   2,   2
   2,   1, 110,     0.8747889961,   2,   2,   2
   2,   1, 111,     0.8747889961,   2,   2,   2
   2,   1, 112,     0.8747889961,   2,   2,   2
   2,   1, 113,     0.8747889961,   2,   2,   2
   2,   1, 114,     0.8747889961,   2,   2,   2
   2,   1, 115,     0.8747889961,   2,   2,   2
   2,   1, 116,     0.8747889961,   2,   2,   2
   2,   1, 117,     0.8747889961,   2,   2,   2
   2,   1, 118,     0.8747889961,   2,   2,   2
   2,   1, 119,     0.8747889961,   2,   2,   2
   2,   1, 120,     0.8747889961,   2,   2,   2
   2,   1, 121,     0.8747889961,   2,   2,   2
   2,   1, 122,     0.8747889961,   2,   2,   2
   2,   1, 123,     0.8747889961,   2,   2,   2
   2,   1, 124,     0.8747889961,   2,   2,   2
   2,   1, 125,     0.8747889961,   2,   2,   2
   2,   1, 126,     0.8747889961,   2,   2,   2
   2,   1, 127,     0.8747889961,   2,   2,   2
   2,   1, 128,     0.8747889961,   2,   2,   2
   2,   1, 129,     0.8747889961,   2,   2,   2
   2,   1, 130,     0.8747889961,   2,   2,   2
   2,   1, 131,     0.8747889961,   2,   2,   2
   2,   1, 132,     0.8747889961,   2,   2,   2
   2,   1, 133,     0.8747889961,   2,   2,   2
   2,   1, 134,     1.0796054621,   3,   3,   3
   2,   1, 135,     1.0796054621,   3,   3,   3
   2,   1, 136,     1.0796054621,   3,   3,   3
   2,   1, 137,     1.0796054621,   3,   3,   3
   2,   1, 138,     1.0796054621,   3,   3,   3
   2,   1, 139,     1.0796054621,   3,   3,   3
   2,   1, 140,     1.0796054621,   3,   3,   3
   2,   1, 141,     1.0796054621,   3,   3,   3
   2,   1, 142,     1.0796054621,   3,   3,   3
   2,   1, 143,     1.0796054621,   3,   3,   3
   2,   1, 144,     1.0796054621,   3,   3,   3
   2,   1, 145,     1.0796054621,   3,   3,   3
   2,   1, 146,     1.0796054621,   3,   3,   3
   2,   1, 147,     1.0796054621,   3,   3,   3
   2,   1, 148,     1.0796054621,   3,   3,   3
   2,   1, 149,     1.0796054621,   3,   3,   3
   2,   1, 150,     1.0796054621,   3,   3,   3
   2,   1, 151,     1.0796054621,   3,   3,   3
   2,   1, 152,     1.1032709251,   4,   4,   4
   2,   1, 153,     1.1032709251,   4,   4,   4
   2,   1, 154,     1.1032709251,   4,   4,   4
   2,   1, 155,     1.1032709251,   4,   4,   4
   2,   1, 156,     1.1032709251,   4,   4,   4
   2,   1, 157,     1.1032709251,   4,   4,   4
   2,   1, 158,     1.1032709251,   4,   4,   4
   2,   1, 159,     1.1032709251,   4,   4,   4
   2,   1, 160,     1.1117650333,   5,   5,   5
   2,   1, 161,     1.1117650333,   5,   5,   5
   2,   1, 162,     1.1117650333,   5,   5,   5
   2,   1, 163,     1.1117650333,   5,   5,   5
   2,   1, 164,     1.1117650333,   5,   5,   5
   2,   1, 165,     1.1117650333,   5,   5,   5
   2,   1, 166,     1.1117650333,   5,   5,   5
   2,   1, 167,     1.1117650333,   5,   5,   5
   2,   1, 168,     1.1117650333,   5,   5,   5
   2,   1, 169,     1.1117650333,   5,   5,   5
   2,   1, 170,     1.1117650333,   5,   5,   5
   2,   1, 171,     1.1117650333,   5,   5,   5
   2,   1, 172,     1.1117650333,   5,   5,   5
   2,   1, 173,     1.1117650333,   5,   5,   5
   2,   1, 174,     1.1117650333,   5,   5,   5
   2,   1, 175,     1.1117650333,   5,   5,   5
   2,   1, 176,     1.1117650333,   5,   5,   5
   2,   1, 177,     1.1117650333,   5,   5,   5
   2,   1, 178,     1.1117650333,   5,   5,   5
   2,   1, 179,     1.1117650333,   5,   5,   5
   2,   1, 180,     1.1117650333,   5,   5,   5
   2,   1, 181,     1.1117650333,   5,   5,   5
   2,   1, 182,     1.1117650333,   5,   5,   5
   2,   1, 183,     1.1117650333,   5,   5,   5
   2,   1, 184,     1.1117650333,   5,   5,   5
   2,   1, 185,     1.1117650333,   5,   5,   5
   3,   1,   1,     0.6851786617,   4,   4,   4
   3,   1,   2,     1.1234255625,   1,   1,   1
   3,   1,   3,     0.9759687635,   2,   2,   2
   3,   1,   4,     0.9759687635,   2,   2,   2
   3,   1,   5,     1.1234255625,   1,   1,   1
   3,   1,   6,     0.3654393622,   5,   5,   5
   3,   1,   7,     0.9759687635,   2,   2,   2
   3,   1,   8,     1.1234255625,   1,   1,   1
   3,   1,   9,     1.1234255625,   1,   1,   1
   3,   1,  10,    -0.1970910514,   6,   6,   6
   3,   1,  11,     0.6851786617,   4,   4,   4
   3,   1,  12,     0.9759687635,   2,   2,   2
   3,   1,  13,     1.1234255625,   1,   1,   1
   3,   1,  14,     1.1234255625,   1,   1,   1
   3,   1,  15,     0.9759687635,   2,   2,   2
   3,   1,  16,     0.9759687635,   2,   2,   2
   3,   1,  17,     0.8274549279,   3,   3,   3
   3,   1,  18,     1.1234255625,   1,   1,   1
   3,   1,  19,    -0.1970910514,   6,   6,   6
   3,   1,  20,     0.3654393622,   5,   5,   5
   3,   1,  21,     0.9759687635,   2,   2,   2
   3,   1,  22,     0.6851786617,   4,   4,   4
   3,   1,  23,     0.9759687635,   2,   2,   2
   3,   1,  24,     0.6851786617,   4,   4,   4
   3,   1,  25,     1.1234255625,   1,   1,   1
   3,   1,  26,     0.9759687635,   2,   2,   2
   3,   1,  27,     0.9759687635,   2,   2,   2
   3,   1,  28,     0.9759687635,   2,   2,   2
   3,   1,  29,     1.1234255625,   1,   1,   1
   3,   1,  30,     0.9759687635,   2,   2,   2
   3,   1,  31,     0.3654393622,   5,   5,   5
   3,   1,  32,     0.9759687635,   2,   2,   2
   3,   1,  33,     0.3654393622,   5,   5,   5
   3,   1,  34,     1.1234255625,   1,   1,   1
   3,   1,  35,     0.6851786617,   4,   4,   4
   3,   1,  36,     0.9759687635,   2,   2,   2
   3,   1,  37,     0.9759687635,   2,   2,   2
   3,   1,  38,     0.8274549279,   3,   3,   3
   3,   1,  39,     1.1234255625,   1,   1,   1
   3,   1,  40,     0.8274549279,   3,   3,   3
   3,   1,  41,     0.9759687635,   2,   2,   2
   3,   1,  42,     0.6851786617,   4,   4,   4
   3,   1,  43,     0.9759687635,   2,   2,   2
   3,   1,  44,     1.1234255625,   1,   1,   1
   3,   1,  45,     0.3654393622,   5,   5,   5
   3,   1,  46,     1.1234255625,   1,   1,   1
   3,   1,  47,     1.1234255625,   1,   1,   1
   3,   1,  48,     0.8274549279,   3,   3,   3
   3,   1,  49,     0.6851786617,   4,   4,   4
   3,   1,  50,     1.1234255625,   1,   1,   1
   3,   1,  51,     0.8274549279,   3,   3,   3
   3,   1,  52,     0.3654393622,   5,   5,   5
   3,   1,  53,     0.6851786617,   4,   4,   4
   3,   1,  54,     0.6851786617,   4,   4,   4
   3,   1,  55,     0.9759687635,   2,   2,   2
   3,   1,  56,     1.1234255625,   1,   1,   1
   3,   1,  57,     0.9759687635,   2,   2,   2
   3,   1,  58,     0.9759687635,   2,   2,   2
   3,   1,  59,     0.6851786617,   4,   4,   4
   3,   1,  60,     1.1234255625,   1,   1,   1
   3,   1,  61,     0.8274549279,   3,   3,   3
   3,   1,  62,     0.6851786617,   4,   4,   4
   3,   1,  63,     0.9759687635,   2,   2,   2
   3,   1,  64,    -0.1970910514,   6,   6,   6
   3,   1,  65,     1.1234255625,   1,   1,   1
   3,   1,  66,     0.8274549279,   3,   3,   3
   3,   1,  67,     1.1234255625,   1,   1,   1
   3,   1,  68,     0.6851786617,   4,   4,   4
   3,   1,  69,     0.3654393622,   5,   5,   5
   3,   1,  70,     1.1234255625,   1,   1,   1
   3,   1,  71,     1.1234255625,   1,   1,   1
   3,   1,  72,     0.8274549279,   3,   3,   3
   3,   1,  73,     0.9759687635,   2,   2,   2
   3,   1,  74,     1.1234255625,   1,   1,   1
   3,   1,  75,     0.9759687635,   2,   2,   2
   3,   1,  76,     0.9759687635,   2,   2,   2
   3,   1,  77,     1.1234255625,   1,   1,   1
   3,   1,  78,     0.9759687635,   2,   2,   2
   3,   1,  79,     0.9759687635,   2,   2,   2
   3,   1,  80,     1.1234255625,   1,   1,   1
   3,   1,  81,     0.9759687635,   2,   2,   2
   3,   1,  82,     1.1234255625,   1,   1,   1
   3,   1,  83,     0.3654393622,   5,   5,   5
   3,   1,  84,     0.9759687635,   2,   2,   2
   3,   1,  85,     0.6851786617,   4,   4,   4
   3,   1,  86,     0.6851786617,   4,   4,   4
   3,   1,  87,     1.1234255625,   1,   1,   1
   3,   1,  88,     0.6851786617,   4,   4,   4
   3,   1,  89,     0.3654393622,   5,   5,   5
   3,   1,  90,     0.8274549279,   3,   3,   3
   3,   1,  91,     1.1234255625,   1,   1,   1
   3,   1,  92,     0.6851786617,   4,   4,   4
   3,   1,  93,     0.6851786617,   4,   4,   4
   3,   1,  94,     0.9759687635,   2,   2,   2
   3,   1,  95,     0.8274549279,   3,   3,   3
   3,   1,  96,     0.6851786617,   4,   4,   4
   3,   1,  97,     0.4177042219,   3,   3,   3
   3,   1,  98,     1.1566643748,   6,   6,   6
   3,   1,  99,     1.1566643748,   6,   6,   6
   3,   1, 100,     0.7080405007,   4,   4,   4
   3,   1, 101,    -0.7401116205,   1,   1,   1
   3,   1, 102,     1.1566643748,   6,   6,   6
   3,   1, 103,     0.0797197310,   2,   2,   2
   3,   1, 104,     0.0797197310,   2,   2,   2
   3,   1, 105,     0.7080405007,   4,   4,   4
   3,   1, 106,     0.0797197310,   2,   2,   2
   3,   1, 107,     0.0797197310,   2,   2,   2
   3,   1, 108,     1.1566643748,   6,   6,   6
   3,   1, 109,     1.1566643748,   6,   6,   6
   3,   1, 110,     0.9989677020,   5,   5,   5
   3,   1, 111,     1.1566643748,   6,   6,   6
   3,   1, 112,     1.1566643748,   6,   6,   6
   3,   1, 113,     1.1566643748,   6,   6,   6
   3,   1, 114,     1.1566643748,   6,   6,   6
   3,   1, 115,     1.1566643748,   6,   6,   6
   3,   1, 116,     1.1566643748,   6,   6,   6
   3,   1, 117,     1.1566643748,   6,   6,   6
   3,   1, 118,     0.9989677020,   5,   5,   5
   3,   1, 119,     0.9989677020,   5,   5,   5
   3,   1, 120,     0.7080405007,   4,   4,   4
   3,   1, 121,     0.9989677020,   5,   5,   5
   3,   1, 122,     0.7080405007,   4,   4,   4
   3,   1, 123,     0.7080405007,   4,   4,   4
   3,   1, 124,     1.1566643748,   6,   6,   6
   3,   1, 125,     0.0797197310,   2,   2,   2
   3,   1, 126,     0.7080405007,   4,   4,   4
   3,   1, 127,     1.1566643748,   6,   6,   6
   3,   1, 128,     0.9989677020,   5,   5,   5
   3,   1, 129,     1.1566643748,   6,   6,   6
   3,   1, 130,     1.1566643748,   6,   6,   6
   3,   1, 131,     1.1566643748,   6,   6,   6
   3,   1, 132,     0.7080405007,   4,   4,   4
   3,   1, 133,     1.1566643748,   6,   6,   6
   3,   1, 134,     1.1566643748,   6,   6,   6
   3,   1, 135,     1.1566643748,   6,   6,   6
   3,   1, 136,     1.1566643748,   6,   6,   6
   3,   1, 137,     0.4177042219,   3,   3,   3
   3,   1, 138,     0.9989677020,   5,   5,   5
   3,   1, 139,     1.1566643748,   6,   6,   6
   3,   1, 140,     0.7080405007,   4,   4,   4
   3,   1, 141,     1.1566643748,   6,   6,   6
   3,   1, 142,     0.9989677020,   5,   5,   5
   3,   1, 143,    -0.7401116205,   1,   1,   1
   3,   1, 144,     1.1566643748,   6,   6,   6
   3,   1, 145,     1.1566643748,   6,   6,   6
   3,   1, 146,     0.9989677020,   5,   5,   5
   3,   1, 147,     1.1566643748,   6,   6,   6
   3,   1, 148,     0.9989677020,   5,   5,   5
   3,   1, 149,     1.1566643748,   6,   6,   6
   3,   1, 150,     0.7080405007,   4,   4,   4
   3,   1, 151,     1.1566643748,   6,   6,   6
   3,   1, 152,     0.9989677020,   5,   5,   5
   3,   1, 153,     0.9989677020,   5,   5,   5
   3,   1, 154,     1.1566643748,   6,   6,   6
   3,   1, 155,     0.0797197310,   2,   2,   2
   3,   1, 156,     0.7080405007,   4,   4,   4
   3,   1, 157,     1.1566643748,   6,   6,   6
   3,   1, 158,     1.1566643748,   6,   6,   6
   3,   1, 159,     0.0797197310,   2,   2,   2
   3,   1, 160,     0.9989677020,   5,   5,   5
   3,   1, 161,     1.1566643748,   6,   6,   6
   3,   1, 162,     1.1566643748,   6,   6,   6
   3,   1, 163,     1.1566643748,   6,   6,   6
   3,   1, 164,     1.1566643748,   6,   6,   6
   3,   1, 165,     1.1566643748,   6,   6,   6
