 R,T,C,P,IC,RC,CC
   2,   1,  34,     0.4350187008,   3,   3,   3
   2,   1,  35,     0.4350187008,   3,   3,   3
   2,   1,  36,     0.4350187008,   3,   3,   3
   2,   1,  37,     0.4350187008,   3,   3,   3
   2,   1,  38,     0.7592375390,   2,   2,   2
   2,   1,  39,     0.7592375390,   2,   2,   2
   2,   1,  40,     0.7592375390,   2,   2,   2
   2,   1,  41,     0.7592375390,   2,   2,   2
   2,   1,  42,     1.1618201634,   1,   1,   1
   2,   1,  43,     1.1618201634,   1,   1,   1
   2,   1,  44,     0.4350187008,   3,   3,   3
   2,   1,  45,     0.4350187008,   3,   3,   3
   2,   1,  46,     0.7592375390,   2,   2,   2
   2,   1,  47,     0.7592375390,   2,   2,   2
   2,   1,  48,     0.7592375390,   2,   2,   2
   2,   1,  49,     1.0957429664,   4,   4,   4
   2,   1,  50,     1.0957429664,   4,   4,   4
   2,   1,  51,     1.0957429664,   4,   4,   4
   2,   1,  52,     1.1231851878,   5,   5,   5
   2,   1,  53,     1.1231851878,   5,   5,   5
   2,   1,  54,     0.9346776900,   3,   3,   3
   2,   1,  55,     0.9346776900,   3,   3,   3
   2,   1,  56,     1.0957429664,   4,   4,   4
   2,   1,  57,     1.1231851878,   5,   5,   5
   2,   1,  58,     0.9346776900,   3,   3,   3
   2,   1,  59,    -0.2415646590,   1,   1,   1
   2,   1,  60,     0.9346776900,   3,   3,   3
   2,   1,  61,     0.9346776900,   3,   3,   3
   2,   1,  62,     1.0957429664,   4,   4,   4
   2,   1,  63,     0.9346776900,   3,   3,   3
   2,   1,  64,    -0.2415646590,   1,   1,   1
   2,   1,  65,     1.0957429664,   4,   4,   4
   2,   1,  66,     1.0957429664,   4,   4,   4
   2,   1,  67,     1.0957429664,   4,   4,   4
   2,   1,  68,    -0.2415646590,   1,   1,   1
   2,   1,  69,     1.0957429664,   4,   4,   4
   2,   1,  70,     1.1231851878,   5,   5,   5
   2,   1,  71,     1.0957429664,   4,   4,   4
   2,   1,  72,     1.0957429664,   4,   4,   4
   2,   1,  73,     1.0957429664,   4,   4,   4
   2,   1,  74,     0.9346776900,   3,   3,   3
   2,   1,  75,     1.1231851878,   5,   5,   5
   2,   1,  76,     1.0957429664,   4,   4,   4
   2,   1,  77,     0.4826444475,   2,   2,   2
   2,   1,  78,     0.4826444475,   2,   2,   2
   2,   1,  79,     0.9346776900,   3,   3,   3
   2,   1,  80,     0.9346776900,   3,   3,   3
   2,   1,  81,    -0.2415646590,   1,   1,   1
   2,   1,  82,     1.0957429664,   4,   4,   4
   2,   1,  83,     1.0957429664,   4,   4,   4
   2,   1,  84,     0.9346776900,   3,   3,   3
   2,   1,  85,     0.9346776900,   3,   3,   3
   2,   1,  86,     1.0957429664,   4,   4,   4
   2,   1,  87,     1.0957429664,   4,   4,   4
   2,   1,  88,     1.0957429664,   4,   4,   4
   2,   1,  89,     1.1231851878,   5,   5,   5
   2,   1,  90,     1.1231851878,   5,   5,   5
   2,   1,  91,     1.1231851878,   5,   5,   5
   2,   1,  92,    -0.2415646590,   1,   1,   1
   2,   1,  93,     1.0957429664,   4,   4,   4
   2,   1,  94,     1.1231851878,   5,   5,   5
   2,   1,  95,     0.4826444475,   2,   2,   2
   2,   1,  96,     0.9346776900,   3,   3,   3
   2,   1,  97,    -0.2415646590,   1,   1,   1
   2,   1,  98,     0.9346776900,   3,   3,   3
   2,   1,  99,     0.9346776900,   3,   3,   3
   2,   1, 100,    -0.2415646590,   1,   1,   1
   2,   1, 101,    -0.2415646590,   1,   1,   1
   2,   1, 102,     0.9346776900,   3,   3,   3
   2,   1, 103,     1.1231851878,   5,   5,   5
   2,   1, 104,    -0.2415646590,   1,   1,   1
   2,   1, 105,     0.9346776900,   3,   3,   3
   2,   1, 106,     0.4826444475,   2,   2,   2
   2,   1, 107,     1.0957429664,   4,   4,   4
   2,   1, 108,     0.9346776900,   3,   3,   3
   2,   1, 109,     1.0957429664,   4,   4,   4
   2,   1, 110,     1.0957429664,   4,   4,   4
   2,   1, 111,     1.1231851878,   5,   5,   5
   2,   1, 112,     1.1231851878,   5,   5,   5
   3,   1,   1,     0.9055982653,   3,   3,   3
   3,   1,   2,     0.9731280469,   1,   1,   1
   3,   1,   3,     0.9055982653,   3,   3,   3
   3,   1,   4,     0.9648705213,   2,   2,   2
   3,   1,   5,    -0.3317627694,   4,   4,   4
   3,   1,   6,     0.9055982653,   3,   3,   3
   3,   1,   7,     0.9648705213,   2,   2,   2
   3,   1,   8,     0.9055982653,   3,   3,   3
   3,   1,   9,     0.9055982653,   3,   3,   3
   3,   1,  10,     0.9648705213,   2,   2,   2
   3,   1,  11,     0.9055982653,   3,   3,   3
   3,   1,  12,     0.9648705213,   2,   2,   2
   3,   1,  13,     0.9731280469,   1,   1,   1
   3,   1,  14,     0.9648705213,   2,   2,   2
   3,   1,  15,     0.9648705213,   2,   2,   2
   3,   1,  16,     0.9731280469,   1,   1,   1
   3,   1,  17,     0.9055982653,   3,   3,   3
   3,   1,  18,     0.9648705213,   2,   2,   2
   3,   1,  19,     0.9648705213,   2,   2,   2
   3,   1,  20,     0.9731280469,   1,   1,   1
   3,   1,  21,     0.9731280469,   1,   1,   1
   3,   1,  22,     0.9731280469,   1,   1,   1
   3,   1,  23,     0.9648705213,   2,   2,   2
   3,   1,  24,     0.9731280469,   1,   1,   1
   3,   1,  25,     0.9731280469,   1,   1,   1
   3,   1,  26,     0.9055982653,   3,   3,   3
   3,   1,  27,     0.9648705213,   2,   2,   2
   3,   1,  28,     0.9648705213,   2,   2,   2
   3,   1,  29,     0.9731280469,   1,   1,   1
   3,   1,  30,     0.9731280469,   1,   1,   1
   3,   1,  31,     0.9731280469,   1,   1,   1
   3,   1,  32,     0.9731280469,   1,   1,   1
   3,   1,  33,     0.9648705213,   2,   2,   2
   3,   1,  34,     0.9055982653,   3,   3,   3
   3,   1,  35,     0.9055982653,   3,   3,   3
   3,   1,  36,     0.9055982653,   3,   3,   3
   3,   1,  37,     0.9055982653,   3,   3,   3
   3,   1,  38,     0.9648705213,   2,   2,   2
   3,   1,  39,     0.9648705213,   2,   2,   2
   3,   1,  40,     0.9648705213,   2,   2,   2
   3,   1,  41,     0.9648705213,   2,   2,   2
   3,   1,  42,     0.9648705213,   2,   2,   2
   3,   1,  43,     0.9731280469,   1,   1,   1
   3,   1,  44,     0.9055982653,   3,   3,   3
   3,   1,  45,     0.9055982653,   3,   3,   3
   3,   1,  46,     0.9648705213,   2,   2,   2
   3,   1,  47,     0.9648705213,   2,   2,   2
   3,   1,  48,     0.9648705213,   2,   2,   2
   3,   1,  49,     1.0672008523,   4,   4,   4
   3,   1,  50,     1.0672501844,   5,   5,   5
   3,   1,  51,     1.0672501844,   5,   5,   5
   3,   1,  52,     1.0672501844,   5,   5,   5
   3,   1,  53,     1.0672501844,   5,   5,   5
   3,   1,  54,     1.0672008523,   4,   4,   4
   3,   1,  55,     0.5161304026,   3,   3,   3
   3,   1,  56,     1.0672008523,   4,   4,   4
   3,   1,  57,     1.0672501844,   5,   5,   5
   3,   1,  58,     1.0672501844,   5,   5,   5
   3,   1,  59,     1.0672501844,   5,   5,   5
   3,   1,  60,     1.0672501844,   5,   5,   5
   3,   1,  61,     1.0672008523,   4,   4,   4
   3,   1,  62,     1.0672501844,   5,   5,   5
   3,   1,  63,     0.5161304026,   3,   3,   3
   3,   1,  64,     1.0672008523,   4,   4,   4
   3,   1,  65,     1.0672501844,   5,   5,   5
   3,   1,  66,     1.0672501844,   5,   5,   5
   3,   1,  67,     1.0672501844,   5,   5,   5
   3,   1,  68,     1.0672008523,   4,   4,   4
   3,   1,  69,     1.0672501844,   5,   5,   5
   3,   1,  70,     1.0672501844,   5,   5,   5
   3,   1,  71,     1.0672501844,   5,   5,   5
   3,   1,  72,     1.0672008523,   4,   4,   4
   3,   1,  73,     1.0672008523,   4,   4,   4
   3,   1,  74,     1.0672008523,   4,   4,   4
   3,   1,  75,     1.0672008523,   4,   4,   4
   3,   1,  76,     1.0672008523,   4,   4,   4
   3,   1,  77,     1.0672501844,   5,   5,   5
   3,   1,  78,     0.5161304026,   3,   3,   3
   3,   1,  79,     1.0672008523,   4,   4,   4
   3,   1,  80,     0.2922278335,   2,   2,   2
   3,   1,  81,     0.2673179131,   1,   1,   1
   3,   1,  82,     1.0672501844,   5,   5,   5
   3,   1,  83,     1.0672501844,   5,   5,   5
   3,   1,  84,     1.0672501844,   5,   5,   5
   3,   1,  85,     1.0672008523,   4,   4,   4
   3,   1,  86,     1.0672008523,   4,   4,   4
   3,   1,  87,     1.0672501844,   5,   5,   5
   3,   1,  88,     1.0672501844,   5,   5,   5
   3,   1,  89,     1.0672501844,   5,   5,   5
   3,   1,  90,     1.0672501844,   5,   5,   5
   3,   1,  91,     1.0672501844,   5,   5,   5
   3,   1,  92,     0.2922278335,   2,   2,   2
   3,   1,  93,     0.5161304026,   3,   3,   3
   3,   1,  94,     1.0672501844,   5,   5,   5
   3,   1,  95,     1.0672008523,   4,   4,   4
   3,   1,  96,     0.5161304026,   3,   3,   3
   3,   1,  97,     1.0672501844,   5,   5,   5
   3,   1,  98,     0.2922278335,   2,   2,   2
   3,   1,  99,     0.2922278335,   2,   2,   2
   3,   1, 100,     1.0672008523,   4,   4,   4
   3,   1, 101,     1.0672008523,   4,   4,   4
   3,   1, 102,     0.2922278335,   2,   2,   2
   3,   1, 103,     1.0672501844,   5,   5,   5
   3,   1, 104,     0.2922278335,   2,   2,   2
   3,   1, 105,     0.2922278335,   2,   2,   2
   3,   1, 106,     1.0672008523,   4,   4,   4
   3,   1, 107,     1.0672008523,   4,   4,   4
   3,   1, 108,     1.0672501844,   5,   5,   5
   3,   1, 109,     1.0672501844,   5,   5,   5
   3,   1, 110,     0.2922278335,   2,   2,   2
   3,   1, 111,     1.0672501844,   5,   5,   5
   3,   1, 112,     1.0672501844,   5,   5,   5
   4,   1,   1,     0.9449948533,   1,   1,   1
   4,   1,   2,     0.9449948533,   1,   1,   1
   4,   1,   3,     0.9449948533,   1,   1,   1
   4,   1,   4,     0.9449948533,   1,   1,   1
   4,   1,   5,     0.9449948533,   1,   1,   1
   4,   1,   6,     0.9449948533,   1,   1,   1
   4,   1,   7,     0.9449948533,   1,   1,   1
   4,   1,   8,     0.9449948533,   1,   1,   1
   4,   1,   9,     0.9449948533,   1,   1,   1
   4,   1,  10,     0.9449948533,   1,   1,   1
   4,   1,  11,     0.9449948533,   1,   1,   1
   4,   1,  12,     0.9449948533,   1,   1,   1
   4,   1,  13,     0.9449948533,   1,   1,   1
   4,   1,  14,     0.9449948533,   1,   1,   1
   4,   1,  15,     0.9449948533,   1,   1,   1
   4,   1,  16,     0.9449948533,   1,   1,   1
   4,   1,  17,     0.9449948533,   1,   1,   1
   4,   1,  18,     0.9449948533,   1,   1,   1
   4,   1,  19,     0.9449948533,   1,   1,   1
   4,   1,  20,     0.9449948533,   1,   1,   1
   4,   1,  21,     0.9449948533,   1,   1,   1
   4,   1,  22,     0.9449948533,   1,   1,   1
   4,   1,  23,     0.9449948533,   1,   1,   1
   4,   1,  24,     0.9449948533,   1,   1,   1
   4,   1,  25,     0.9449948533,   1,   1,   1
   4,   1,  26,     0.8078820818,   2,   2,   2
   4,   1,  27,     0.8078820818,   2,   2,   2
   4,   1,  28,     0.8078820818,   2,   2,   2
   4,   1,  29,     0.8078820818,   2,   2,   2
   4,   1,  30,     0.8078820818,   2,   2,   2
   4,   1,  31,     0.8078820818,   2,   2,   2
   4,   1,  32,     0.8078820818,   2,   2,   2
   4,   1,  33,     0.8078820818,   2,   2,   2
   4,   1,  34,     0.8078820818,   2,   2,   2
   4,   1,  35,     0.8078820818,   2,   2,   2
   4,   1,  36,     0.8078820818,   2,   2,   2
   4,   1,  37,     0.8078820818,   2,   2,   2
   4,   1,  38,     0.4176959349,   3,   3,   3
   4,   1,  39,     0.4176959349,   3,   3,   3
   4,   1,  40,     0.4176959349,   3,   3,   3
   4,   1,  41,     0.4176959349,   3,   3,   3
   4,   1,  42,     0.4176959349,   3,   3,   3
   4,   1,  43,     0.4176959349,   3,   3,   3
   4,   1,  44,     0.4176959349,   3,   3,   3
   4,   1,  45,     0.4176959349,   3,   3,   3
   4,   1,  46,     0.4176959349,   3,   3,   3
   4,   1,  47,     0.4176959349,   3,   3,   3
   4,   1,  48,     0.4176959349,   3,   3,   3
   4,   1,  49,     0.2200991666,   1,   1,   1
   4,   1,  50,     0.2200991666,   1,   1,   1
   4,   1,  51,     0.2200991666,   1,   1,   1
   4,   1,  52,     0.2200991666,   1,   1,   1
   4,   1,  53,     0.2200991666,   1,   1,   1
   4,   1,  54,     0.2200991666,   1,   1,   1
   4,   1,  55,     0.2200991666,   1,   1,   1
   4,   1,  56,     0.2200991666,   1,   1,   1
   4,   1,  57,     0.2200991666,   1,   1,   1
   4,   1,  58,     0.2200991666,   1,   1,   1
   4,   1,  59,     0.2200991666,   1,   1,   1
   4,   1,  60,     0.2200991666,   1,   1,   1
   4,   1,  61,     0.2200991666,   1,   1,   1
   4,   1,  62,     0.3663490544,   2,   2,   2
   4,   1,  63,     0.3663490544,   2,   2,   2
   4,   1,  64,     0.3663490544,   2,   2,   2
   4,   1,  65,     0.3663490544,   2,   2,   2
   4,   1,  66,     0.3663490544,   2,   2,   2
   4,   1,  67,     0.3663490544,   2,   2,   2
   4,   1,  68,     0.3663490544,   2,   2,   2
   4,   1,  69,     0.3663490544,   2,   2,   2
   4,   1,  70,     0.3663490544,   2,   2,   2
   4,   1,  71,     0.3663490544,   2,   2,   2
   4,   1,  72,     0.3663490544,   2,   2,   2
   4,   1,  73,     0.3663490544,   2,   2,   2
   4,   1,  74,     0.3663490544,   2,   2,   2
   4,   1,  75,     0.3663490544,   2,   2,   2
   4,   1,  76,     0.3663490544,   2,   2,   2
   4,   1,  77,     0.3663490544,   2,   2,   2
   4,   1,  78,     0.3663490544,   2,   2,   2
   4,   1,  79,     0.8364126715,   3,   3,   3
   4,   1,  80,     0.8364126715,   3,   3,   3
   4,   1,  81,     0.8364126715,   3,   3,   3
   4,   1,  82,     0.8364126715,   3,   3,   3
   4,   1,  83,     0.8364126715,   3,   3,   3
   4,   1,  84,     0.8364126715,   3,   3,   3
   4,   1,  85,     0.8364126715,   3,   3,   3
   4,   1,  86,     0.8364126715,   3,   3,   3
   4,   1,  87,     0.8364126715,   3,   3,   3
   4,   1,  88,     1.2309412388,   4,   4,   4
   4,   1,  89,     1.2309412388,   4,   4,   4
   4,   1,  90,     1.2309412388,   4,   4,   4
   4,   1,  91,     1.2309412388,   4,   4,   4
   4,   1,  92,     1.2309412388,   4,   4,   4
   4,   1,  93,     1.2309412388,   4,   4,   4
   4,   1,  94,     1.2309412388,   4,   4,   4
   4,   1,  95,     1.2309412388,   4,   4,   4
   4,   1,  96,     1.2309412388,   4,   4,   4
   4,   1,  97,     1.2309412388,   4,   4,   4
   4,   1,  98,     1.2309412388,   4,   4,   4
   4,   1,  99,     1.2309412388,   4,   4,   4
   4,   1, 100,     1.2309412388,   4,   4,   4
   4,   1, 101,     1.2309412388,   4,   4,   4
   4,   1, 102,     1.2309412388,   4,   4,   4
   4,   1, 103,     1.2309412388,   4,   4,   4
   4,   1, 104,     1.2309412388,   4,   4,   4
   4,   1, 105,     1.2309412388,   4,   4,   4
   4,   1, 106,     1.2309412388,   4,   4,   4
   4,   1, 107,     1.2309412388,   4,   4,   4
   4,   1, 108,     1.2309412388,   4,   4,   4
   4,   1, 109,     1.2309412388,   4,   4,   4
   4,   1, 110,     1.2309412388,   4,   4,   4
   4,   1, 111,     1.2309412388,   4,   4,   4
   4,   1, 112,     1.2309412388,   4,   4,   4
   5,   1,   1,     0.9627310311,   1,   1,   1
   5,   1,   2,     0.9627310311,   1,   1,   1
   5,   1,   3,     0.9627310311,   1,   1,   1
   5,   1,   4,     0.9627310311,   1,   1,   1
   5,   1,   5,     0.9627310311,   1,   1,   1
   5,   1,   6,     0.9627310311,   1,   1,   1
   5,   1,   7,     0.9627310311,   1,   1,   1
   5,   1,   8,     0.9627310311,   1,   1,   1
   5,   1,   9,     0.9627310311,   1,   1,   1
   5,   1,  10,     0.9627310311,   1,   1,   1
   5,   1,  11,     0.9627310311,   1,   1,   1
   5,   1,  12,     0.9627310311,   1,   1,   1
   5,   1,  13,     0.9627310311,   1,   1,   1
   5,   1,  14,     0.9627310311,   1,   1,   1
   5,   1,  15,     0.9627310311,   1,   1,   1
   5,   1,  16,     0.9627310311,   1,   1,   1
   5,   1,  17,     0.9627310311,   1,   1,   1
   5,   1,  18,     0.9627310311,   1,   1,   1
   5,   1,  19,     0.9627310311,   1,   1,   1
   5,   1,  20,     0.9627310311,   1,   1,   1
   5,   1,  21,     0.9627310311,   1,   1,   1
   5,   1,  22,     0.9627310311,   1,   1,   1
   5,   1,  23,     0.9627310311,   1,   1,   1
   5,   1,  24,     0.9627310311,   1,   1,   1
   5,   1,  25,     0.9627310311,   1,   1,   1
   5,   1,  26,     0.9627310311,   1,   1,   1
   5,   1,  27,     0.9627310311,   1,   1,   1
   5,   1,  28,     0.9200388397,   2,   2,   2
   5,   1,  29,     0.9200388397,   2,   2,   2
   5,   1,  30,     0.9200388397,   2,   2,   2
   5,   1,  31,     0.9200388397,   2,   2,   2
   5,   1,  32,     0.9200388397,   2,   2,   2
   5,   1,  33,     0.9200388397,   2,   2,   2
   5,   1,  34,     0.9200388397,   2,   2,   2
   5,   1,  35,     0.9200388397,   2,   2,   2
   5,   1,  36,     0.7062883097,   3,   3,   3
   5,   1,  37,     0.7062883097,   3,   3,   3
   5,   1,  38,     0.7062883097,   3,   3,   3
   5,   1,  39,     0.7062883097,   3,   3,   3
   5,   1,  40,     0.7062883097,   3,   3,   3
   5,   1,  41,     0.7062883097,   3,   3,   3
   5,   1,  42,     0.7062883097,   3,   3,   3
   5,   1,  43,     0.7062883097,   3,   3,   3
   5,   1,  44,     0.7062883097,   3,   3,   3
   5,   1,  45,     0.7062883097,   3,   3,   3
   5,   1,  46,     0.7062883097,   3,   3,   3
   5,   1,  47,     0.7062883097,   3,   3,   3
   5,   1,  48,     0.7062883097,   3,   3,   3
   5,   1,  49,     0.2017775849,   1,   1,   1
   5,   1,  50,     0.2017775849,   1,   1,   1
   5,   1,  51,     0.2017775849,   1,   1,   1
   5,   1,  52,     0.2017775849,   1,   1,   1
   5,   1,  53,     0.2017775849,   1,   1,   1
   5,   1,  54,     0.2017775849,   1,   1,   1
   5,   1,  55,     0.2017775849,   1,   1,   1
   5,   1,  56,     0.2017775849,   1,   1,   1
   5,   1,  57,     0.2017775849,   1,   1,   1
   5,   1,  58,     0.2017775849,   1,   1,   1
   5,   1,  59,     0.2017775849,   1,   1,   1
   5,   1,  60,     0.2859965664,   2,   2,   2
   5,   1,  61,     0.2859965664,   2,   2,   2
   5,   1,  62,     0.2859965664,   2,   2,   2
   5,   1,  63,     0.2859965664,   2,   2,   2
   5,   1,  64,     0.7744718982,   3,   3,   3
   5,   1,  65,     0.7744718982,   3,   3,   3
   5,   1,  66,     0.7744718982,   3,   3,   3
   5,   1,  67,     0.7744718982,   3,   3,   3
   5,   1,  68,     0.7744718982,   3,   3,   3
   5,   1,  69,     0.7744718982,   3,   3,   3
   5,   1,  70,     0.7744718982,   3,   3,   3
   5,   1,  71,     0.7744718982,   3,   3,   3
   5,   1,  72,     0.7744718982,   3,   3,   3
   5,   1,  73,     0.7744718982,   3,   3,   3
   5,   1,  74,     0.7744718982,   3,   3,   3
   5,   1,  75,     0.7744718982,   3,   3,   3
   5,   1,  76,     1.1193739164,   4,   4,   4
   5,   1,  77,     1.1193739164,   4,   4,   4
   5,   1,  78,     1.1193739164,   4,   4,   4
   5,   1,  79,     1.1193739164,   4,   4,   4
   5,   1,  80,     1.1193739164,   4,   4,   4
   5,   1,  81,     1.1193739164,   4,   4,   4
   5,   1,  82,     1.1193739164,   4,   4,   4
   5,   1,  83,     1.1193739164,   4,   4,   4
   5,   1,  84,     1.1193739164,   4,   4,   4
   5,   1,  85,     1.1193739164,   4,   4,   4
   5,   1,  86,     1.1193739164,   4,   4,   4
   5,   1,  87,     1.1193739164,   4,   4,   4
   5,   1,  88,     1.1193739164,   4,   4,   4
